Category 5,In what book of the New Testament is the prophecy of Jesus entering Jerusalem on a donkey fulfilled?,Matthew ,Mark,Luke,Romans,Matthew,Matthew 21:5
Category 5,"In the parable of the prodigal son, what animal was killed for a feast when the prodigal son returned home?",Calf,Lamb,Ox,Chickens,Luke,Luke 15:23
Category 5,Jesus said it is easier for this animal to pass through the eye of a needle than for a rich man to get into heaven.,Camel,Donkey,Elephant,Horse,Matthew,Matthew 19:24
Category 5,"In rebuking Pharisees for hypocrisy, Jesus said they were blind guides who strain at a gnat, but swallow this animal.",Camel,Mule,Bear,Lion,Matthew,Matthew 23:24
Category 5,John the Baptist’s clothes were made from the hair of what animal?,Camel,Bear,Wolf,Lamb,Matthew,Matthew 3:4
Category 5,Jesus said not to give holy things to this animal.,Dog ,Swine,Hyenas,Worms,Matthew,Matthew 7:6
Category 5,Jesus said not to cast pearls before this animal.,Swine,Dog,Camel,Ox,Matthew,Matthew 7:6
Category 5,"In Matthew 15, Jesus says it’s not right to take children’s bread and give it to what animal?",Dogs ,Pigs,Donkeys,Hens,Matthew,Matthew 15:26
Category 5,"In the parable of the rich man and Lazarus, what animal licked Lazarus’s sores?",Dogs,Cats,Goats,Pigs,Luke,Luke 16:21
Category 5,"After the baptism of Jesus, the Spirit of God descended in the form of what animal?",Dove,Eagle,Swan,Raven,Matthew,Matthew 3:16
Category 5,"When told that Herod wanted to kill him, what animal did Jesus compare the Jewish king to?",Fox,Snake,Pig,Vulture,Luke,Luke 13:32
Category 5,"In lamenting the killing of the prophets, Jesus said he had longed to gather the children of Jerusalem together, the way what animal gathers its offspring?",Hen,Bear,Lion,Duck,Luke,Luke 13:34
Category 5,"When Jesus sent 70 disciples to preach the gospel, he told them they were being sent forth like lambs among what animal?",Wolves ,Lions,Bears,Crocodiles,Luke,Luke 10:3
Category 5,Which apostle did Jesus tell to feed his lambs?,Peter,John,Matthew,Andrew,John,John 21:15
Category 5,As what animal did Jesus describe his followers to Peter after his resurrection?,Lambs,Chickens,Baby goats,Doves,John,John 21:15
Category 5,Who were the first two disciples?,Peter and Andrew,James and John,Andrew and Philip,Bartholomew and Peter,Matthew,Matthew 4:18
Category 5,Who was the first person to see Jesus after his resurrection?,Mary Magdalene,Peter,Thomas,John,John,John 20:14
Category 5,What is the first book of the New Testament?,Matthew,Mark,Luke ,John,Matthew,Matthew
Category 5,What is the first miracle performed by Jesus?,He turned water into wine,He stopped an issue of blood,He raised Jairus’ daughter,He healed Peter’s mother,John,John 2:11
Category 5,What is the first book of the Bible in which the word “crucify” is used?,Matthew ,Mark,John,Luke,Matthew,Matthew 20:19
Category 5,What was Peter's original name?,Simon,Andrew,Saul,Simeon,Mark,Mark 3:16
Category 5,What was the apostle Simon’s name changed to?,Peter,Mark,Matthew,Paul,Mark,Mark 3:16
Category 5,Who changed the apostle Simon’s name?,Jesus,His father,Fellow apostles,Jewish leaders,Mark,Mark 3:16
Category 5,Who gave the apostle Peter his name?,Jesus,His father,Fellow apostles,Jewish leaders,Mark,Mark 3:16
Category 5,What brothers were given the surname Boanerges?,James and John,Peter and Andrew,Cain and Abel,Ishmael and Isaac,Mark,Mark 3:17
Category 5,Who gave two brothers the surname Boanerges?,Jesus,Their father,Their mother,Their Tribe,Mark,Mark 3:17
