Category 2,"What kind of animal did the 30 sons of Jair, judge of Israel, ride?",Donkeys ,Horses,Camels,Zebras,Judges,Judges 10:4
Category 2,What animals made a home in the carcass of a lion killed by Samson?,Bees,Maggots,Mole,Ants,Judges,Judges 14:8
Category 2, The Israelite judge Shamgar killed 600 Philistines with a goad -- spur – used on this animal. ,Oxen,Sheep,Camels,Horses,Judges,Judges 3:31
Category 2,"In selecting men to go into battle, God told Gideon to take only those who lapped water like this animal. ",Dog,Lion,Cat,Donkey,Judges,Judges 7:5-7
Category 2,"In the book of Judges, the Midianites and Amalekites are described as oppressing Israel like what animal?",Grasshoppers ,Dogs,Flies,Moles,Judges,Judges 6:5
Category 2,How many words are in the longest verse in the Bible?,89,60,95,82,Esther,Esther 8:9
Category 2,How many letters are in the longest verse in the Bible?,425,520,624,385,Esther,Esther 8:9
Category 2,"After the death of Joshua, who asked God: “Who will be the first to go up and fight for us against the Canaanites?”",Children of Israel ,Children of Judah,Children of Simeon,Children of Dan,Judges,Judges 1:1
Category 2,"After the death of Joshua, who was asked: “Who will be the first to go up and fight for us against the Canaanites?”",God ,Caleb,Judah,Simeon,Judges,Judges 1:1
Category 2,Who decided that Judah would be the first Israelite tribe to battle the Canaanites after the death of Joshua?,God,The Israelites,The Simeonites,The Perizzites,Judges,Judges 1:2
Category 2,Who went with the men of Judah to fight the Canaanites after the death of Joshua?,The Simeonites ,The Reubenites,The Danites,The Benjamintes,Judges,Judges 1:3
Category 2,"How many men were struck down in Bezek when the tribe Judah attacked the Canaanites and Perizzites, according to the book of Judges?","10,000",10,100,1000,Judges,Judges 1:4
Category 2,Who delivered the Canaanites and the Perizzites in the hands of the children of Israel?,God,Judah,The Simeonites ,Joshua,Judges,Judges 1:4
Category 2,Which king of the Canaanites did the tribe of Judah find at Bezek in the first battle after the death of Joshua?,Adonibezek,Othniel,Sheshai,Caleb,Judges,Judges 1:5
Category 2,"When the men of Judah chased and caught Adonibezek, what parts of him did they cut off, according to the book of Judges?",His thumbs and big toes ,His hands and head,His fingers,His feet,Judges,Judges 1:6
Category 2,"After his capture by the men of Judah, where was the Canaanite king Adonibezek taken, according to the book of Judges?",Jerusalem ,Hebron,Bethel,Ur,Judges,Judges 1:7
Category 2,"In the book of Judges, where did the captured Canaanite king Adonibezek die?",Jerusalem,Galilee,Hebron,Nineveh,Judges,Judges 1:7
Category 2,"In the book of Judges, who said: “Threescore and ten kings, having their thumbs and their great toes cut off, gathered their meat under my table: as I have done, so God hath requited me”?",Adonibezek ,Caleb,Abimelech,Amraphel,Judges,Judges 1:7
Category 2,"In the book of Judges, when the men of Judah attacked and captured Jerusalem, what did they do to the city?",Set it on fire ,Broke down the walls,Took the women and children,Built a church,Judges,Judges 1:8
Category 2,Which of the following was an earlier name for Hebron?,Kirjatharba,Jehu,Hadid,Shikimonah,Judges,Judges 1:10
Category 2,"In the early battles after the death of Joshua, which of the following Canaanite leaders did the children of Judah kill in Hebron, according to the book of Judges?",Sheshai,Arioch,Chedorlaomer,Goliath,Judges,Judges 1:10
Category 2,"In the early battles after the death of Joshua, which of the following Canaanite leaders did the children of Judah kill in Hebron, according to the book of Judges?",Ahiman,Bera,Shinab,Balaam ,Judges,Judges 1:10
Category 2,"In the early battles after the death of Joshua, which of the following Canaanite leaders did the children of Judah kill in Hebron?",Talmai,Tidal,Birsha,Shemeber,Judges,Judges 1:10
Category 2,"After defeating the Canaanites at Hebron, to what city did the men of Judah advance, according to the book of Judges?",Debir ,Jerusalem,Hebron,Bezek,Judges,Judges 1:11
Category 2,"In the book of Judges, what was an earlier name for the Canaanite city of Debir?",Kirjathsepher ,Kiriath,Arba,Sepher,Judges,Judges 1:11
Category 2,Which Israelite leader offered his daughter in marriage to the man who captured the city of Kirjathsepher?,Caleb ,Othniel,Kenaz,Adonibezek,Judges,Judges 1:12
